Sample_ID,State,Water_Source,pH,Temperature_C,Turbidity_NTU,Dissolved_Oxygen_mgL,BOD_mgL,COD_mgL,Total_Dissolved_Solids_mgL,Electrical_Conductivity_uScm,Total_Hardness_mgL,Calcium_mgL,Magnesium_mgL,Chloride_mgL,Sulfate_mgL,Nitrate_mgL,Fluoride_mgL,Total_Coliform_MPN100mL,Lead_mgL,Sampling_Date,WQI_Score,WQI_Class
WQ1550,Rajasthan,Pond,8.0,32.4,3.98,9.57,0.4,6.56,25.2,1140.4,243.6,63.71,43.68,46.36,120.11,9.16,0.08,222.0,0.041,2025-01-03,88.24,Good
WQ1551,Gujarat,River,6.59,30.7,2.39,2.15,2.26,2.73,532.7,690.9,204.5,52.46,36.19,118.23,90.67,8.04,0.24,37.0,0.0054,2025-04-09,91.06,Excellent
WQ1552,UP,Tap,6.06,17.5,4.67,2.23,0.94,20.39,877.1,1479.6,351.6,83.33,1.0,58.16,54.69,4.46,0.77,38.0,0.0024,2025-06-16,90.77,Excellent
WQ1553,Maharashtra,River,8.4,28.1,2.46,6.01,0.06,1.56,506.4,182.8,268.7,61.59,43.95,75.27,15.52,18.37,0.57,48.0,0.0074,2025-12-20,86.18,Good
WQ1554,Kerala,Pond,6.94,28.1,1.37,9.19,3.85,2.88,780.1,908.1,255.2,77.58,34.54,102.91,6.22,5.86,0.08,133.0,0.0105,2024-05-16,90.43,Excellent
WQ1555,UP,Well,7.0,18.3,0.5,3.87,0.1,20.7,324.2,1050.0,328.0,15.66,49.08,2.03,1.0,5.64,0.11,162.0,0.0038,2024-12-28,96.39,Excellent
WQ1556,Odisha,Tap,8.26,28.1,1.89,0.98,2.71,8.3,443.6,967.4,212.5,2.0,39.85,67.64,5.66,0.51,0.61,3.0,0.0125,2024-08-03,88.89,Good
WQ1557,Assam,Groundwater,7.64,31.7,0.51,8.14,2.32,24.62,456.7,638.7,406.9,67.09,43.94,172.47,17.31,20.42,1.01,42.0,0.0369,2025-01-02,86.62,Good
WQ1558,Delhi,Groundwater,7.56,18.4,0.97,7.49,10.4,16.3,20.0,612.9,171.2,24.38,35.54,2.0,40.12,1.56,0.26,85.0,0.0227,2024-04-26,79.99,Good
WQ1559,Gujarat,Groundwater,8.93,19.4,21.85,4.82,1.99,5.91,216.4,833.2,315.7,54.69,41.18,41.56,3.31,6.01,0.54,61.0,0.0034,2024-06-27,78.4,Good
WQ1560,Karnataka,Well,6.69,29.1,2.94,5.03,0.2,21.04,230.6,944.7,393.4,52.45,48.93,208.54,7.32,13.02,0.11,323.0,0.004,2024-09-02,90.13,Excellent
WQ1561,UP,Well,7.94,25.4,3.8,5.06,2.41,2.47,614.4,880.7,112.3,99.69,27.6,34.85,9.99,1.94,0.22,232.0,0.0046,2024-05-07,87.64,Good
WQ1562,Kerala,Pond,7.25,26.8,10.34,7.22,5.52,15.38,624.4,1012.0,215.7,70.0,6.13,49.11,49.98,6.0,0.01,147.0,0.005,2024-12-23,84.1,Good
WQ1563,Haryana,River,7.41,25.7,27.1,5.75,17.28,11.49,514.8,394.3,364.2,64.15,21.31,319.38,47.83,2.2,0.88,62.0,0.0011,2024-03-18,62.62,Medium
WQ1564,MadhyaPradesh,Pond,8.42,26.0,4.37,7.99,1.69,6.24,614.8,631.7,365.7,80.92,29.68,17.78,40.01,11.41,0.31,181.0,0.0144,2024-10-19,83.82,Good
WQ1565,WestBengal,Pond,7.61,17.4,8.37,1.29,1.16,18.53,417.2,418.0,232.9,69.21,25.9,5.4,14.42,6.65,1.02,278.0,0.0045,2024-03-22,87.92,Good
WQ1566,Odisha,Well,7.63,29.2,1.98,5.29,7.11,41.01,690.4,584.2,176.5,48.56,10.04,156.96,23.19,15.5,0.74,136.0,0.0212,2024-12-07,79.58,Good
WQ1567,Delhi,Groundwater,8.06,29.8,1.82,4.75,0.64,136.33,451.8,1004.6,345.6,86.79,5.43,162.28,5.08,18.0,1.06,230.0,0.0262,2024-12-03,85.49,Good
WQ1568,Punjab,Lake,6.91,22.9,2.58,6.49,2.87,18.72,461.6,732.4,368.4,32.26,16.11,51.1,12.84,8.37,0.2,207.0,0.0002,2025-07-31,89.89,Good
WQ1569,Karnataka,River,6.53,23.8,5.58,5.92,1.56,10.37,396.9,1482.1,133.5,68.08,34.69,57.76,113.99,10.34,0.12,127.0,0.0447,2024-04-05,89.26,Good
WQ1570,Assam,Well,6.36,16.3,5.73,8.6,0.13,5.1,586.9,758.0,129.6,21.31,43.96,144.54,194.84,6.37,2.14,56.0,0.0124,2024-05-24,92.42,Excellent
WQ1571,Delhi,Groundwater,5.63,26.6,1.89,3.28,1.28,5.94,365.8,717.9,272.5,65.1,36.0,107.32,52.16,3.88,0.76,205.0,0.0073,2025-07-30,87.45,Good
WQ1572,MadhyaPradesh,Tap,8.84,26.9,0.71,7.09,0.92,13.06,645.3,731.9,312.9,64.82,37.69,24.65,124.34,8.36,1.08,35.0,0.0049,2025-06-04,86.35,Good
WQ1573,WestBengal,Lake,6.32,23.7,5.0,8.12,3.48,9.15,223.6,508.7,220.1,101.91,24.03,2.0,51.46,19.11,0.01,227.0,0.0073,2025-01-31,81.88,Good
WQ1574,Gujarat,Lake,7.02,29.6,0.69,10.71,8.92,49.03,230.2,682.6,317.9,20.88,4.1,52.27,1.69,4.31,0.26,245.0,0.0039,2024-12-22,82.57,Good
WQ1575,WestBengal,Well,6.98,22.3,4.32,6.04,0.94,9.19,587.5,1038.3,179.0,44.98,19.54,156.67,286.65,3.02,0.81,259.0,0.0097,2024-07-04,93.7,Excellent
WQ1576,Rajasthan,Reservoir,7.45,26.8,5.91,7.65,5.01,9.35,432.3,734.2,38.5,80.57,21.89,180.94,5.21,3.93,0.05,96.0,0.001,2025-10-31,86.32,Good
WQ1577,WestBengal,River,7.85,18.9,6.03,3.39,0.17,9.68,359.2,462.0,207.6,68.38,19.04,250.3,57.39,4.57,0.5,32.0,0.0097,2025-06-26,92.0,Excellent
WQ1578,Rajasthan,Lake,7.89,23.9,7.0,2.22,2.32,36.23,628.0,422.5,256.3,64.51,25.66,169.33,14.57,0.61,0.34,16.0,0.0032,2024-05-30,89.63,Good
WQ1579,Odisha,Well,6.73,23.1,10.31,8.69,0.22,21.04,328.5,564.9,222.4,36.1,30.3,69.41,24.88,5.52,0.01,204.0,0.0002,2024-11-14,91.53,Excellent
WQ1580,Gujarat,Well,7.07,25.1,3.47,6.99,8.16,19.05,410.0,722.2,134.1,45.23,35.24,47.05,51.91,5.45,0.16,326.0,0.008,2025-10-29,81.47,Good
WQ1581,Assam,Groundwater,7.43,22.2,6.55,9.36,4.36,8.13,729.8,1058.1,68.4,91.13,21.66,119.28,28.68,7.1,0.2,158.0,0.0086,2024-02-28,85.63,Good
WQ1582,TamilNadu,Tap,7.0,23.3,4.83,4.25,3.22,34.06,757.8,297.9,198.6,58.71,2.15,107.71,14.42,3.61,0.07,23.0,0.0056,2024-01-10,92.41,Excellent
WQ1583,MadhyaPradesh,Reservoir,8.49,28.1,1.03,8.04,5.21,0.78,764.5,604.1,339.8,69.38,19.21,61.8,20.36,7.6,0.6,410.0,0.0008,2024-05-03,78.05,Good
WQ1584,Rajasthan,River,7.59,21.8,0.13,10.74,3.13,40.93,393.6,743.3,375.6,57.12,25.52,7.31,20.89,16.84,0.17,678.0,0.0224,2024-12-21,80.48,Good
WQ1585,Punjab,Pond,7.79,16.0,1.67,7.84,10.42,14.38,696.1,149.9,368.8,30.42,39.67,208.38,160.11,24.89,0.2,85.0,0.0095,2024-12-11,71.6,Good
WQ1586,WestBengal,Tap,7.73,32.7,2.93,7.55,3.75,10.16,260.2,449.9,168.4,83.35,18.19,48.65,80.13,7.01,1.37,136.0,0.0012,2024-08-24,86.38,Good
WQ1587,WestBengal,Tap,8.14,30.9,4.8,7.02,7.76,13.75,268.6,496.0,134.6,72.58,31.15,36.12,30.68,0.35,0.38,225.0,0.0072,2024-11-28,78.86,Good
WQ1588,Punjab,Groundwater,7.34,17.5,9.48,3.86,2.18,22.02,20.0,461.2,299.7,117.64,28.48,79.45,11.15,27.85,0.3,200.0,0.0069,2024-01-17,81.83,Good
WQ1589,Assam,Lake,6.16,27.4,1.09,9.71,0.37,0.26,784.6,757.6,313.5,34.61,25.53,89.63,83.3,9.79,0.77,515.0,0.0006,2025-02-27,86.83,Good
WQ1590,Haryana,Lake,7.52,21.5,0.67,5.78,2.25,41.04,277.2,651.8,290.0,80.56,36.17,18.93,8.55,3.28,1.44,18.0,0.0093,2024-11-19,92.66,Excellent
WQ1591,Odisha,Groundwater,6.68,25.3,16.55,8.01,0.41,11.84,424.7,533.4,48.6,27.21,17.07,145.09,11.82,1.27,0.02,130.0,0.0165,2024-01-23,91.14,Excellent
WQ1592,Maharashtra,Well,6.78,25.5,0.57,3.87,2.69,8.4,267.9,828.4,163.3,63.93,18.1,27.39,22.79,1.24,0.36,177.0,0.0138,2025-04-03,92.55,Excellent
WQ1593,TamilNadu,Lake,7.67,22.8,3.26,4.64,1.98,2.98,589.0,1216.9,247.0,84.41,24.86,16.53,106.16,1.47,0.57,331.0,0.0023,2025-04-04,88.95,Good
WQ1594,Karnataka,Reservoir,8.19,20.1,4.4,9.87,2.92,11.58,374.9,1191.8,298.7,8.2,17.32,41.72,7.07,0.37,0.23,311.0,0.0198,2025-06-04,85.13,Good
WQ1595,Kerala,River,7.22,20.5,3.9,6.31,0.03,13.72,189.0,123.2,326.7,54.88,31.1,104.91,6.52,18.59,0.89,573.0,0.0042,2025-12-19,86.38,Good
WQ1596,Rajasthan,Tap,7.45,19.4,0.45,9.91,0.65,10.34,538.3,873.1,264.4,45.92,16.44,269.25,34.06,6.23,2.13,108.0,0.0293,2025-07-10,93.69,Excellent
WQ1597,Punjab,Tap,8.56,19.8,0.29,6.84,2.03,22.71,163.3,646.6,283.1,42.45,27.72,132.56,16.18,9.63,1.72,266.0,0.0007,2025-02-24,83.52,Good
WQ1598,Kerala,Reservoir,7.39,23.7,0.56,3.32,9.02,10.93,282.5,746.5,258.5,69.63,23.8,225.54,42.05,14.09,0.19,84.0,0.0067,2025-02-06,79.28,Good
WQ1599,Gujarat,Lake,9.28,20.4,4.4,8.78,1.45,65.1,28.6,580.5,318.6,88.02,27.58,12.12,30.04,12.54,0.15,82.0,0.0091,2024-11-26,80.52,Good
WQ1600,Assam,Tap,7.65,27.4,3.93,5.82,1.66,18.29,165.2,735.3,281.3,56.67,19.48,5.91,28.54,17.14,1.89,44.0,0.0028,2025-04-01,87.5,Good
WQ1601,Rajasthan,Pond,5.79,31.4,1.33,8.4,3.76,32.95,485.7,745.4,256.6,65.14,20.93,65.26,5.94,27.35,0.37,256.0,0.0148,2025-04-27,77.15,Good
WQ1602,Maharashtra,River,7.8,21.1,5.08,7.05,2.78,2.32,57.1,526.3,223.2,62.86,26.15,27.43,7.6,4.63,0.14,638.0,0.0099,2025-05-12,82.54,Good
WQ1603,Kerala,River,7.5,25.2,8.58,3.91,1.07,10.13,153.8,431.1,258.1,60.05,27.42,140.85,86.04,24.02,0.74,44.0,0.0002,2024-01-27,85.67,Good
WQ1604,Gujarat,Tap,8.23,26.5,0.21,7.33,1.59,8.22,449.5,565.4,298.5,32.77,24.95,89.18,108.53,10.28,0.2,9.0,0.0094,2025-01-31,88.23,Good
WQ1605,Delhi,Groundwater,7.74,26.4,3.45,11.39,0.74,16.86,341.3,770.3,276.7,87.71,45.46,282.49,13.37,0.59,0.19,254.0,0.0068,2024-07-06,91.44,Excellent
WQ1606,MadhyaPradesh,Tap,7.09,24.4,5.84,7.99,10.15,39.48,848.4,879.7,288.1,67.38,13.11,23.53,6.02,9.16,1.27,145.0,0.0022,2024-05-19,78.38,Good
WQ1607,WestBengal,Groundwater,6.22,27.7,1.45,6.88,0.42,1.63,816.8,956.0,384.3,69.87,24.23,53.21,2.74,9.29,0.11,482.0,0.0546,2025-06-04,87.43,Good
WQ1608,Delhi,Tap,7.03,26.4,1.84,9.15,1.39,1.51,276.4,551.7,276.5,39.84,6.12,55.65,46.86,18.9,0.04,44.0,0.0227,2024-04-01,91.1,Excellent
WQ1609,Rajasthan,Pond,6.52,17.8,4.75,7.42,0.08,37.98,561.4,785.2,185.1,48.52,29.46,21.87,62.83,3.73,0.19,11.0,0.0035,2024-03-17,94.83,Excellent
WQ1610,Maharashtra,Well,6.74,28.3,11.41,7.42,0.75,4.79,599.9,988.8,338.4,55.6,11.62,71.35,23.33,7.03,0.56,102.0,0.0078,2024-08-31,91.02,Excellent
WQ1611,TamilNadu,River,7.67,28.4,8.3,4.82,4.55,22.1,330.5,1049.7,113.4,21.65,21.66,46.86,56.92,0.1,0.08,13.0,0.0038,2025-10-28,87.18,Good
WQ1612,Kerala,Tap,8.54,20.2,4.37,7.47,0.67,15.66,150.9,682.4,141.9,17.8,20.54,47.35,62.41,3.23,0.38,46.0,0.0149,2025-12-30,88.56,Good
WQ1613,Odisha,Pond,7.52,24.2,6.55,9.07,0.25,35.78,447.5,633.7,283.6,44.98,28.37,36.05,136.93,0.51,0.59,20.0,0.0266,2025-10-23,94.71,Excellent
WQ1614,MadhyaPradesh,Groundwater,6.24,27.4,2.27,5.33,1.93,2.67,415.4,757.3,301.6,73.06,18.37,2.0,3.35,5.9,1.13,38.0,0.0044,2024-03-28,90.47,Excellent
WQ1615,Rajasthan,Groundwater,7.56,23.0,5.12,9.85,0.03,2.78,362.8,355.1,125.5,43.67,17.86,59.07,10.68,13.61,0.16,17.0,0.0164,2025-09-09,91.37,Excellent
WQ1616,Assam,River,8.16,29.4,3.14,6.82,0.27,16.28,538.5,641.9,211.7,34.53,42.23,32.67,3.55,1.85,1.02,462.0,0.0069,2024-10-20,87.68,Good
WQ1617,Punjab,Reservoir,6.71,35.8,1.05,5.22,4.94,58.52,299.9,923.4,189.4,39.63,28.41,2.0,101.25,6.0,0.16,49.0,0.0051,2024-04-04,88.54,Good
WQ1618,Odisha,Tap,7.09,20.1,6.05,9.0,4.43,10.72,219.6,892.6,201.3,48.62,18.27,29.45,78.65,1.83,0.68,88.0,0.0279,2024-09-09,89.66,Good
WQ1619,Odisha,Lake,7.21,17.1,4.06,6.43,7.4,7.92,471.8,618.9,344.4,51.15,21.99,26.13,42.74,1.03,0.34,343.0,0.0071,2025-07-04,82.89,Good
WQ1620,Odisha,Groundwater,6.57,25.5,2.22,8.52,5.78,18.66,527.2,765.3,320.7,114.14,44.74,40.0,4.37,5.72,0.07,170.0,0.0063,2025-02-02,85.1,Good
WQ1621,UP,Well,7.72,27.6,12.11,6.42,3.45,53.31,214.7,452.6,248.1,86.37,22.18,11.31,15.96,0.66,0.75,144.0,0.0112,2024-02-23,85.95,Good
WQ1622,Rajasthan,Well,7.1,22.8,0.11,6.88,0.16,36.27,635.6,911.0,195.4,85.62,16.73,56.69,17.67,7.08,0.15,183.0,0.003,2024-08-30,95.27,Excellent
WQ1623,MadhyaPradesh,Groundwater,7.54,31.3,1.9,7.99,4.58,108.0,95.9,676.7,115.0,89.21,16.78,94.33,41.13,0.25,0.12,265.0,0.0039,2024-04-19,87.13,Good
WQ1624,WestBengal,Reservoir,6.49,17.3,0.29,7.58,5.6,0.46,334.4,617.2,392.0,35.03,18.41,79.58,14.92,0.9,0.27,315.0,0.0269,2025-09-15,85.54,Good
WQ1625,WestBengal,Reservoir,6.85,27.5,7.27,3.01,4.81,2.4,398.4,591.5,309.2,29.44,17.87,130.27,3.79,6.39,0.64,154.0,0.0113,2025-11-16,86.4,Good
WQ1626,Rajasthan,Pond,7.78,21.0,6.06,4.76,2.13,18.8,322.8,681.1,179.3,32.33,9.64,48.12,65.61,7.16,0.16,331.0,0.0175,2025-12-01,85.63,Good
WQ1627,Gujarat,Well,6.9,32.6,2.01,8.86,0.8,34.36,337.0,565.6,322.0,93.36,11.51,58.57,17.77,0.24,0.12,115.0,0.0032,2024-08-08,96.47,Excellent
WQ1628,UP,Pond,8.58,34.0,5.63,6.74,5.6,6.72,824.2,897.4,243.0,46.32,15.05,133.03,30.11,6.81,0.01,49.0,0.0078,2025-07-17,79.48,Good
WQ1629,Punjab,Well,6.88,20.2,2.52,5.95,3.9,5.47,279.8,581.4,221.3,28.72,32.1,44.65,6.83,14.59,0.38,318.0,0.0355,2024-06-10,85.24,Good
WQ1630,Odisha,Tap,7.38,21.3,7.06,4.28,11.85,30.93,938.2,1177.9,293.5,49.23,20.43,96.75,81.11,10.25,0.34,117.0,0.0038,2024-02-04,73.96,Good
WQ1631,Odisha,Tap,7.95,28.3,3.03,4.84,0.51,1.16,537.4,1139.6,175.9,54.03,22.51,45.62,41.68,1.13,0.16,355.0,0.0017,2024-02-06,89.69,Good
WQ1632,Rajasthan,Lake,6.07,22.1,2.66,2.96,0.77,9.22,468.4,432.5,215.6,66.71,40.24,43.27,115.93,7.18,0.03,6.0,0.0072,2025-09-14,91.18,Excellent
WQ1633,Gujarat,Tap,5.79,23.8,13.65,6.8,0.71,14.1,545.2,720.9,262.1,66.27,40.54,114.24,34.21,8.92,0.34,76.0,0.0049,2025-01-04,85.35,Good
WQ1634,WestBengal,Lake,5.98,24.1,1.44,5.8,4.72,16.44,956.0,504.8,200.1,39.3,21.61,15.37,141.87,0.3,0.93,443.0,0.0017,2024-06-25,82.87,Good
WQ1635,WestBengal,Tap,8.21,14.4,0.64,5.07,0.62,26.08,251.3,602.0,316.9,77.14,17.43,33.07,111.22,15.47,0.75,43.0,0.0219,2025-06-04,87.76,Good
WQ1636,Maharashtra,River,6.76,23.9,4.39,6.86,0.21,8.77,225.9,1300.7,436.9,44.02,14.63,20.31,42.96,18.94,1.18,426.0,0.0468,2024-10-01,87.23,Good
WQ1637,Rajasthan,Tap,9.25,20.6,17.42,7.73,19.63,18.97,299.0,607.7,174.6,56.09,33.31,35.59,135.82,15.2,0.01,462.0,0.0084,2025-09-24,44.9,Poor
WQ1638,UP,Pond,6.75,21.5,2.37,11.19,0.08,17.61,456.4,808.1,83.5,77.17,22.54,20.95,19.51,13.93,2.04,321.0,0.0149,2024-04-14,90.53,Excellent
WQ1639,Haryana,Groundwater,7.35,31.2,0.32,3.98,5.41,15.86,104.8,862.4,49.8,43.95,20.36,69.29,22.76,10.93,0.25,124.0,0.0196,2024-06-04,85.52,Good
WQ1640,UP,Pond,8.43,17.7,2.07,9.32,1.36,20.46,454.5,399.8,235.0,45.77,15.24,128.03,2.33,8.03,2.79,156.0,0.0121,2024-12-01,86.22,Good
WQ1641,Assam,Groundwater,8.8,28.1,3.53,8.95,5.53,6.01,788.7,443.5,183.7,74.79,15.76,123.57,44.48,9.08,0.17,306.0,0.0005,2024-01-26,75.86,Good
WQ1642,WestBengal,Reservoir,8.85,22.6,0.88,5.44,2.43,1.77,480.3,338.2,270.8,38.56,28.84,36.27,63.99,13.14,0.38,224.0,0.0017,2024-10-22,80.66,Good
WQ1643,WestBengal,Pond,8.17,22.6,5.37,7.41,6.96,2.54,391.5,434.2,263.3,50.38,9.21,359.07,74.25,8.69,0.26,149.0,0.0007,2025-06-20,78.0,Good
WQ1644,Delhi,Reservoir,8.02,28.0,30.48,6.08,7.82,5.09,326.4,50.0,89.7,73.89,36.94,72.08,8.12,3.18,0.26,605.0,0.0001,2024-12-20,67.02,Medium
WQ1645,WestBengal,Lake,7.67,25.7,3.01,7.37,0.03,13.87,629.7,863.4,68.5,111.35,18.59,40.79,29.36,3.77,1.11,174.0,0.0037,2024-03-09,92.83,Excellent
WQ1646,Punjab,Lake,7.82,26.9,2.19,10.02,0.24,36.71,284.8,1316.3,279.6,75.14,23.2,144.41,9.73,18.19,0.82,556.0,0.005,2024-11-22,83.87,Good
WQ1647,Karnataka,River,6.76,28.8,2.56,8.21,0.86,24.17,819.3,744.3,263.5,71.82,8.96,104.71,54.25,0.14,2.91,9.0,0.0028,2024-05-30,96.61,Excellent
WQ1648,Rajasthan,Tap,6.55,22.3,0.61,8.02,3.32,31.12,836.7,275.1,207.4,73.27,24.85,110.67,8.6,9.6,0.57,22.0,0.0007,2025-07-30,89.49,Good
WQ1649,Kerala,Pond,7.2,20.9,10.74,6.14,6.58,8.65,501.4,507.2,84.3,33.17,21.06,17.47,117.26,24.77,0.37,90.0,0.0075,2025-10-23,77.58,Good
WQ1650,UP,Reservoir,7.06,18.6,2.68,4.03,1.85,10.37,447.7,562.3,297.1,62.89,24.4,50.54,13.11,9.8,0.06,73.0,0.0032,2024-11-15,92.45,Excellent
WQ1651,Karnataka,Groundwater,6.84,19.9,2.45,6.58,2.8,10.01,656.1,394.7,377.2,59.26,42.66,158.34,17.22,40.81,3.4,229.0,0.0159,2025-03-27,79.73,Good
WQ1652,Gujarat,Lake,7.76,38.7,5.39,9.41,0.63,4.26,669.0,958.1,277.8,68.04,27.13,56.1,95.16,9.31,0.48,26.0,0.0001,2025-07-23,90.58,Excellent
WQ1653,Haryana,Tap,7.96,30.2,2.92,3.95,4.9,1.26,288.8,943.1,165.3,62.91,15.46,92.02,30.67,0.28,0.72,560.0,0.0185,2025-10-29,81.29,Good
WQ1654,Punjab,Lake,7.27,17.2,5.22,4.89,10.26,17.88,344.7,353.4,254.5,69.49,16.46,70.93,1.21,14.04,0.31,57.0,0.031,2024-04-21,76.91,Good
WQ1655,MadhyaPradesh,Groundwater,8.38,17.4,0.32,7.25,0.94,90.6,185.5,917.5,113.4,52.21,32.14,147.79,34.12,2.68,0.48,84.0,0.0126,2025-09-26,89.95,Good
WQ1656,Bihar,Tap,6.29,26.4,8.4,5.03,2.05,3.65,531.8,1158.0,355.8,61.47,40.58,26.79,4.42,4.73,1.71,48.0,0.0132,2025-04-06,88.96,Good
WQ1657,UP,Tap,7.05,26.7,14.11,5.41,0.27,0.96,583.3,1270.8,258.2,29.3,28.38,68.54,211.15,2.99,0.11,130.0,0.0271,2024-12-27,92.91,Excellent
WQ1658,Karnataka,Reservoir,6.63,26.7,5.23,6.15,2.46,30.24,180.0,1559.6,73.2,52.0,33.26,10.52,44.35,2.5,0.21,9.0,0.0023,2024-07-21,92.05,Excellent
WQ1659,MadhyaPradesh,Reservoir,5.71,22.7,15.46,4.27,2.1,5.82,359.0,429.4,219.9,94.77,32.32,93.75,14.82,4.52,0.1,24.0,0.0522,2025-05-01,84.17,Good
WQ1660,Haryana,Pond,7.13,23.4,0.82,5.05,0.47,35.4,180.5,1547.3,296.3,67.97,42.03,105.33,41.47,3.81,0.94,205.0,0.0148,2025-04-24,95.21,Excellent
WQ1661,Delhi,Pond,7.1,25.6,3.24,8.41,1.75,24.34,270.2,593.7,216.7,59.48,1.6,3.5,4.0,8.03,0.04,31.0,0.013,2024-01-04,93.18,Excellent
WQ1662,MadhyaPradesh,Well,8.41,24.4,4.6,4.39,1.22,58.25,560.2,522.3,222.4,107.4,33.01,90.11,80.44,13.42,0.05,40.0,0.0045,2024-05-08,85.31,Good
WQ1663,Punjab,Well,7.7,12.9,4.36,3.8,2.21,10.52,303.3,798.1,127.6,25.98,36.8,42.85,129.73,2.82,0.21,236.0,0.0079,2024-01-26,88.67,Good
WQ1664,Punjab,River,6.38,22.9,2.57,5.74,2.64,21.69,389.8,525.4,306.7,32.26,8.94,10.6,103.75,1.92,0.43,15.0,0.0106,2024-01-27,91.44,Excellent
WQ1665,Kerala,Lake,8.68,19.7,2.06,8.46,0.03,12.5,124.5,819.7,185.2,102.82,14.37,43.57,20.91,8.79,0.31,86.0,0.0097,2024-02-11,87.44,Good
WQ1666,Delhi,Pond,8.18,24.9,0.68,6.61,4.29,19.92,487.4,304.0,34.4,61.15,14.79,17.28,19.71,8.88,0.03,4.0,0.0122,2025-08-05,84.76,Good
WQ1667,Bihar,Reservoir,7.67,38.9,2.49,6.07,3.74,11.94,441.1,628.4,212.9,53.94,16.25,42.97,1.79,18.51,1.89,64.0,0.0009,2024-03-04,84.1,Good
WQ1668,Rajasthan,Groundwater,7.02,25.8,0.89,7.09,1.37,4.18,304.2,1085.7,348.1,30.02,19.22,38.8,52.69,0.13,1.83,180.0,0.0044,2024-01-25,95.74,Excellent
WQ1669,MadhyaPradesh,Reservoir,6.43,22.4,6.63,3.51,0.16,14.18,412.2,682.9,211.3,71.19,27.91,107.27,38.28,15.34,0.2,14.0,0.0057,2024-03-12,90.18,Excellent
WQ1670,Delhi,Lake,6.9,28.6,1.17,7.99,4.22,15.04,486.1,742.5,423.8,73.61,35.39,119.05,30.75,5.89,0.79,329.0,0.003,2025-04-26,87.76,Good
WQ1671,Punjab,Well,8.07,26.4,0.3,7.77,9.31,33.28,287.0,842.6,292.9,32.64,37.98,74.72,119.1,7.77,0.52,360.0,0.0019,2024-09-24,74.66,Good
WQ1672,Punjab,Reservoir,8.71,26.1,4.02,6.18,0.82,26.6,154.7,1051.2,283.9,56.49,14.95,2.0,9.19,0.77,0.16,17.0,0.0015,2024-04-04,88.61,Good
WQ1673,Karnataka,River,8.43,27.0,4.52,9.01,1.17,21.8,811.1,203.4,237.2,51.61,14.86,213.92,1.0,4.53,0.18,702.0,0.0046,2025-01-29,81.36,Good
WQ1674,WestBengal,Lake,6.81,34.3,10.28,4.75,0.61,2.41,323.3,875.4,243.2,66.4,40.79,92.73,3.81,2.06,0.41,53.0,0.0068,2024-12-29,93.9,Excellent
WQ1675,Bihar,Well,6.3,18.3,4.3,9.26,2.58,25.5,430.6,619.6,223.7,32.02,32.76,2.78,12.64,2.35,0.33,13.0,0.0007,2024-11-10,90.5,Excellent
WQ1676,MadhyaPradesh,Groundwater,7.31,26.4,2.12,7.31,0.5,13.88,652.2,750.0,219.8,91.3,25.99,136.67,1.69,5.61,0.21,1.0,0.0293,2024-04-26,95.37,Excellent
WQ1677,Kerala,Well,5.79,19.4,8.12,6.33,1.32,44.91,1155.8,1018.0,303.1,82.9,30.68,17.88,34.94,13.39,0.99,79.0,0.0145,2024-06-12,84.73,Good
WQ1678,Kerala,Tap,7.46,26.8,3.89,6.96,3.58,50.48,201.1,341.7,156.4,50.92,24.64,69.25,18.85,10.89,0.39,149.0,0.0131,2025-07-30,86.41,Good
WQ1679,MadhyaPradesh,River,7.08,19.4,0.41,6.79,2.46,1.13,540.0,396.2,142.4,54.59,31.3,50.28,9.95,7.15,0.64,61.0,0.0019,2024-11-01,93.03,Excellent
WQ1680,Assam,Lake,6.83,21.9,4.17,9.44,1.47,34.37,308.5,119.4,137.7,56.59,20.97,43.56,69.33,6.2,0.13,272.0,0.0093,2024-07-18,91.11,Excellent
WQ1681,Odisha,Groundwater,5.92,22.5,11.93,4.85,1.64,0.77,342.2,535.3,454.6,40.54,28.23,176.37,11.44,4.46,0.46,189.0,0.0075,2024-06-28,85.33,Good
WQ1682,Haryana,River,7.61,28.9,2.52,5.47,2.48,9.15,306.0,1099.1,303.0,48.91,6.87,46.01,58.17,28.81,0.23,65.0,0.0404,2024-12-23,83.18,Good
WQ1683,Kerala,Well,6.77,28.6,1.76,9.07,0.02,15.63,224.9,663.8,280.4,53.24,16.75,6.27,21.48,6.57,0.45,199.0,0.0138,2024-09-08,94.33,Excellent
WQ1684,Delhi,River,6.26,17.8,0.77,5.81,0.25,3.21,441.7,298.0,144.2,100.32,16.88,234.45,35.85,2.34,0.91,423.0,0.0086,2024-10-25,90.76,Excellent
WQ1685,Haryana,Lake,4.9,24.3,0.82,8.8,6.39,27.43,155.1,554.3,312.3,83.67,20.51,202.6,135.8,2.09,0.88,15.0,0.019,2025-03-05,78.89,Good
WQ1686,Delhi,Pond,7.18,20.5,2.83,10.4,0.24,0.17,639.4,253.6,238.3,83.37,13.88,92.27,1.9,7.56,0.26,55.0,0.0017,2024-01-04,95.07,Excellent
WQ1687,Gujarat,River,8.62,17.7,4.53,6.2,3.68,3.69,461.0,362.4,271.4,69.25,18.6,50.47,34.68,5.92,0.71,93.0,0.0002,2025-10-14,82.32,Good
